nr,chemical_name,smiles,Reference,act
114,SB 216763,Clc1cc(Cl)ccc1C1=C(c2c3c(n(c2)C)cccc3)C(=O)NC1=O,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
115,Calmidazolium chloride,Clc1cc(Cl)ccc1CO[C@H](C[n+]1ccn(c1)C(c1ccc(Cl)cc1)c1ccc(Cl)cc1)c1ccc(Cl)cc1Cl,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
116,Clorgyline hydrochloride,Clc1cc(Cl)ccc1OCCCN(CC#C)C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
117,TCPOBOP,Clc1cc(Cl)cnc1Oc1ccc(Oc2ncc(Cl)cc2Cl)cc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
118,p-Aminoclonidine hydrochloride,Clc1cc(N)cc(Cl)c1NC=1NCCN=1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
119,N-(4-Amino-2-chlorophenyl)phthalimide,Clc1cc(N)ccc1N1C(=O)c2c(cccc2)C1=O,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
120,Trazodone hydrochloride,Clc1cc(N2CCN(CC2)CCCN2N=C3N(C=CC=C3)C2=O)ccc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
121,1-(3-Chlorophenyl)piperazine dihydrochloride,Clc1cc(N2CCNCC2)ccc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
122,PQ401,Clc1cc(NC(=O)Nc2cc(nc3c2cccc3)C)c(OC)cc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
123,SB 415286,Clc1cc(NC2=C(c3ccccc3[N+](=O)[O-])C(=O)NC2=O)ccc1O,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
124,CGP-74514A hydrochloride,Clc1cc(Nc2nc(nc3n(cnc23)CC)N[C@@H]2CCCC[C@@H]2N)ccc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
125,Furosemide,Clc1cc(NCc2occc2)c(cc1S(=O)(=O)N)C(O)=O,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
126,CGS-15943,Clc1cc2-c3n(nc(n3)-c3occc3)C(=Nc2cc1)N,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
127,R(+)-SCH-23390 hydrochloride,Clc1cc2c(cc1O)[C@H](CN(CC2)C)c1ccccc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
128,Clomipramine hydrochloride,Clc1cc2N(c3c(CCc2cc1)cccc3)CCCN(C)C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
129,Chlorpromazine hydrochloride,Clc1cc2N(c3c(Sc2cc1)cccc3)CCCN(C)C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
130,Prochlorperazine dimaleate,Clc1cc2N(c3c(Sc2cc1)cccc3)CCCN1CCN(CC1)C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
131,Perphenazine,Clc1cc2N(c3c(Sc2cc1)cccc3)CCCN1CCN(CC1)CCO,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
132,DCEBIO,Clc1cc2N(CC)C(=O)Nc2cc1Cl,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
133,SC 19220,Clc1cc2N(Cc3c(Oc2cc1)cccc3)C(=O)NNC(=O)C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
134,SB-215505,Clc1cc2N(CCc2cc1C)C(=O)Nc1c2c(ncc1)cccc2,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
135,Metolazone,Clc1cc2N[C@H](N(c3ccccc3C)C(=O)c2cc1S(=O)(=O)N)C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
136,Cyclothiazide,Clc1cc2N[C@H](NS(=O)(=O)c2cc1S(=O)(=O)N)[C@H]1[C@@H]2C=C[C@@H](C1)C2,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
137,D-ribofuranosylbenzimidazole,Clc1cc2nc([nH]c2cc1Cl)[C@H]1O[C@H](CO)[C@H](O)[C@@H]1O,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
138,7-Chlorokynurenic acid,Clc1cc2NC(=CC(=O)c2cc1)C(O)=O,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
139,"6,7-Dichloroquinoxaline-2,3-dione",Clc1cc2NC(=O)C(=O)Nc2cc1Cl,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
140,"L-701,324",Clc1cc2NC(=O)C(c3cc(Oc4ccccc4)ccc3)=C(O)c2cc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
141,Domperidone,Clc1cc2NC(=O)N(c2cc1)C1CCN(CC1)CCCN1c2c(NC1=O)cccc2,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
142,Clozapine,Clc1cc2NC(N3CCN(CC3)C)=C3C(=Nc2cc1)C=CC=C3,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
143,Chlorzoxazone,Clc1cc2NC(Oc2cc1)=O,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
144,XK469,Clc1cc2nc(Oc3ccc(O[C@@H](C(O)=O)C)cc3)cnc2cc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
145,Chlorothiazide,Clc1cc2NC=NS(=O)(=O)c2cc1S(=O)(=O)N,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
146,Chloroquine diphosphate,Clc1cc2nccc(N[C@H](CCCN(CC)CC)C)c2cc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
147,Hydrochlorothiazide,Clc1cc2NCNS(=O)(=O)c2cc1S(=O)(=O)N,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
148,Diazoxide,Clc1cc2S(=O)(=O)N=C(Nc2cc1)C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
149,MRS 2211 sodium salt hydrate,Clc1ccc([N+](=O)[O-])cc1\N=N\c1nc(C)c(O)c(C=O)c1COP(O)(O)=O,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
150,GW9662,Clc1ccc([N+](=O)[O-])cc1C(=O)Nc1ccccc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
151,SC-560,Clc1ccc(cc1)-c1n(nc(c1)C(F)(F)F)-c1ccc(OC)cc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
152,NCS-356,Clc1ccc(cc1)[C@@H](O)\C=C\C(O)=O,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
153,(±)-Baclofen,Clc1ccc(cc1)[C@H](CC(O)=O)CN,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
154,Phaclofen,Clc1ccc(cc1)[C@H](CN)CP(O)(O)=O,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
155,Chlormezanone,Clc1ccc(cc1)[C@H]1S(=O)(=O)CCC(=O)N1C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
156,SB-366791,Clc1ccc(cc1)\C=C\C(=O)Nc1cc(OC)ccc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
157,PNU-282987,Clc1ccc(cc1)C(=O)N[C@@H]1C2CCN(C1)CC2,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
158,Indomethacin,Clc1ccc(cc1)C(=O)n1c2c(cc(OC)cc2)c(CC(O)=O)c1C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
159,Ro 16-6491 hydrochloride,Clc1ccc(cc1)C(=O)NCCN,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
160,2-Hydroxysaclofen,Clc1ccc(cc1)C(O)(CN)CS(O)(=O)=O,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
161,Clemastine fumarate,Clc1ccc(cc1)C(OCC[C@H]1N(CCC1)C)(C)c1ccccc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
162,(±)-p-Chlorophenylalanine,Clc1ccc(cc1)C[C@@H](N)C(O)=O,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
163,DL-p-Chlorophenylalanine methyl ester,Clc1ccc(cc1)C[C@H](N)C(OC)=O,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
164,"L-741,626",Clc1ccc(cc1)C1(O)CCN(CC1)Cc1c2c([nH]c1)cccc2,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
165,Loperamide hydrochloride,Clc1ccc(cc1)C1(O)CCN(CC1)CCC(C(=O)N(C)C)(c1ccccc1)c1ccccc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
166,Haloperidol,Clc1ccc(cc1)C1(O)CCN(CC1)CCCC(=O)c1ccc(F)cc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
167,Alaproclate hydrochloride,Clc1ccc(cc1)CC(OC(=O)[C@H](N)C)(C)C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
168,Capsazepine,Clc1ccc(cc1)CCNC(=S)N1CCCc2cc(O)c(O)cc2C1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
169,MK-886,Clc1ccc(cc1)Cn1c2c(cc(cc2)C(C)C)c(SC(C)(C)C)c1CC(C(O)=O)(C)C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
170,1-(4-Chlorobenzyl)-5-methoxy-2-methylindole-3-acetic acid,Clc1ccc(cc1)Cn1c2c(cc(OC)cc2)c(CC(O)=O)c1C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
171,Clemizole hydrochloride,Clc1ccc(cc1)Cn1c2c(nc1CN1CCCC1)cccc2,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
172,"L-745,870 hydrochloride",Clc1ccc(N2CCN(CC2)Cc2c3cccnc3[nH]c2)cc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
173,Centrophenoxine hydrochloride,Clc1ccc(OCC(OCCN(C)C)=O)cc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
174,Chlorpropamide,Clc1ccc(S(=O)(=O)NC(=O)NCCC)cc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
175,8-(4-Chlorophenylthio)-cAMP sodium,Clc1ccc(Sc2nc3c(ncnc3N)n2[C@H]2O[C@H]3[C@@H](OP(OC3)(O)=O)[C@H]2O)cc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
176,Alinidine,Clc1cccc(Cl)c1N(CC=C)C=1NCCN=1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
177,IMID-4F hydrochloride,Clc1cccc(Cl)c1N(Cc1cc(F)ccc1)C=1NCCN=1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
178,Clonidine hydrochloride,Clc1cccc(Cl)c1NC=1NCCN=1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
179,Diclofenac sodium,Clc1cccc(Cl)c1Nc1ccccc1CC(O)=O,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
180,PK 11195,Clc1ccccc1-c1nc(cc2c1cccc2)C(=O)N([C@H](CC)C)C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
181,"1-(2-Chlorophenyl)-1-(4-chlorophenyl)-2,2-dichloroethane",Clc1ccccc1[C@@H](C(Cl)Cl)c1ccc(Cl)cc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
182,Tulobuterol hydrochloride,Clc1ccccc1[C@H](O)CNC(C)(C)C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
183,Clotrimazole,Clc1ccccc1C(n1ccnc1)(c1ccccc1)c1ccccc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
184,Phenamil methanesulfonate,Clc1nc(C(=O)\N=C(\Nc2ccccc2)/N)c(nc1N)N,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
185,Benzamil hydrochloride,Clc1nc(C(=O)N\C(=N\Cc2ccccc2)\N)c(nc1N)N,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
186,5-(N-Ethyl-N-isopropyl)amiloride,Clc1nc(C(=O)N=C(N)N)c(nc1N(C(C)C)CC)N,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
187,"5-(N,N-Dimethyl)amiloride hydrochloride",Clc1nc(C(=O)N=C(N)N)c(nc1N(C)C)N,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
188,5-(N-Methyl-N-isobutyl)amiloride,Clc1nc(C(=O)N=C(N)N)c(nc1N(CC(C)C)C)N,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
189,Amiloride hydrochloride,Clc1nc(C(=O)N=C(N)N)c(nc1N)N,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
190,"5-(N,N-hexamethylene)amiloride",Clc1nc(C(=O)N=C(N)N)c(nc1N1CCCCCC1)N,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
191,2-Chloroadenosine,Clc1nc(N)c2ncn(c2n1)[C@H]1O[C@H](CO)[C@H](O)[C@@H]1O,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
192,2-Chloroadenosine triphosphate tetrasodium,Clc1nc(N)c2ncn(c2n1)[C@H]1O[C@H](COP(OP(OP(O)(O)=O)(O)=O)(O)=O)[C@H](O)[C@@H]1O,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
193,SR 57227A,Clc1nc(N2CCC(N)CC2)ccc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
194,Reactive Blue 2,Clc1nc(nc(n1)Nc1cc(S(O)(=O)=O)ccc1)Nc1ccc(Nc2c3c(c(N)c(S(O)(=O)=O)c2)C(=O)c2c(cccc2)C3=O)cc1S(O)(=O)=O,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
195,Moxonidine hydrochloride,Clc1nc(nc(OC)c1NC=1NCCN=1)C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
196,CBIQ,Clc1nccc2c1ccc1c2cccc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
197,DBO-83,Clc1nnc(N2C[C@@H]3N[C@H](CC3)C2)cc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
198,Z-L-Phe chloromethyl ketone,ClCC(=O)[C@H](NC(OCc1ccccc1)=O)Cc1ccccc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
199,N-p-Tosyl-L-phenylalanine chloromethyl ketone,ClCC(=O)[C@H](NS(=O)(=O)c1ccc(cc1)C)Cc1ccccc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
200,Na-p-Tosyl-L-lysine chloromethyl ketone hydrochloride,ClCC(=O)[C@H](NS(=O)(=O)c1ccc(cc1)C)CCCCN,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
201,Phenoxybenzamine hydrochloride,ClCCN([C@@H](COc1ccccc1)C)Cc1ccccc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
202,Melphalan,ClCCN(CCCl)c1ccc(cc1)C[C@@H](N)C(O)=O,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
203,Chlorambucil,ClCCN(CCCl)c1ccc(cc1)CCCC(O)=O,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
204,Acetylcholine mustard hydrochloride,ClCCN(CCOC(=O)C)C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
205,Nimustine hydrochloride,ClCCN(N=O)C(=O)NCc1cnc(nc1N)C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
206,Carmustine,ClCCN(N=O)C(=O)NCCCl,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
207,Cyclophosphamide monohydrate,ClCCN(P1(OCCCN1)=O)CCCl,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
208,4-Diphenylacetoxy-N-(2-chloroethyl)piperidine hydrochloride,ClCCN1CCC(OC(=O)C(c2ccccc2)c2ccccc2)CC1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
209,"2,4-Dinitrophenyl 2-fluoro-2-deoxy-beta-D-glucopyranoside",F[C@H]1[C@@H](O)[C@@H](O)[C@H](O[C@@H]1Oc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])CO,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
210,"L-733,060 hydrochloride",FC(F)(F)c1cc(cc(c1)C(F)(F)F)CO[C@@H]1CCCN[C@@H]1c1ccccc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
211,"L-732,138",FC(F)(F)c1cc(cc(c1)C(F)(F)F)COC(=O)[C@H](NC(=O)C)Cc1c2c([nH]c1)cccc2,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
212,Nilutamide,FC(F)(F)c1cc(N2C(=O)C(NC2=O)(C)C)ccc1[N+](=O)[O-],"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
213,NS-1619,FC(F)(F)c1cc(N2c3c(NC2=O)cc(cc3)C(F)(F)F)c(O)cc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
214,Flutamide,FC(F)(F)c1cc(NC(=O)C(C)C)ccc1[N+](=O)[O-],"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
215,Niflumic acid,FC(F)(F)c1cc(Nc2ncccc2C(O)=O)ccc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
216,CGS-12066A maleate,FC(F)(F)c1cc2N=C(N3CCN(CC3)C)c3n(-c2cc1)ccc3,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
217,Fluvoxamine maleate,FC(F)(F)c1ccc(cc1)/C(=N/OCCN)/CCCCOC,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
218,"3-Methyl-6-(3-[trifluoromethyl]phenyl)-1,2,4-triazolo[4,3-b]pyridazine",FC(F)(F)c1ccc(cc1)C=1C=Nn2c(nnc2C)C=1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
